participant,posture,session,date,text,letterColor,correctAnswer,congruent,trial_loop.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word.started,resp.keys,resp.corr,resp.rt,resp.started
1.0,standing,1.0,2021-08-09 15:06:00,red,red,z,congruent,1.0,35.0,35.0,34.0,292.3927628993988,z,1.0,0.3980410099029541,292.3927628993988
2.0,sitting,1.0,2021-08-09 15:11:00,red,red,z,congruent,0.0,0.0,0.0,32.0,106.4562599658966,z,1.0,0.3951058387756347,106.4562599658966
2.0,sitting,1.0,2021-08-09 15:11:00,red,green,m,incongruent,0.0,1.0,1.0,31.0,108.96215796470642,m,1.0,0.3375439643859863,108.96215796470642
2.0,sitting,1.0,2021-08-09 15:11:00,green,green,m,congruent,0.0,2.0,2.0,35.0,111.40909695625304,m,1.0,0.4345021247863769,111.40909695625304
2.0,sitting,1.0,2021-08-09 15:11:00,red,red,z,congruent,0.0,3.0,3.0,10.0,113.96483898162842,z,1.0,0.406808853149414,113.96483898162842
2.0,sitting,1.0,2021-08-09 15:11:00,XXXXX,red,z,neutral,0.0,4.0,4.0,14.0,116.49087595939636,z,1.0,0.4087820053100586,116.49087595939636
2.0,sitting,1.0,2021-08-09 15:11:00,green,red,z,incongruent,0.0,5.0,5.0,18.0,119.0041618347168,z,1.0,0.3275661468505859,119.0041618347168
2.0,sitting,1.0,2021-08-09 15:11:00,XXXXX,green,m,neutral,0.0,6.0,6.0,27.0,121.42510986328124,m,1.0,0.3865110874176025,121.42510986328124
2.0,sitting,1.0,2021-08-09 15:11:00,green,red,z,incongruent,0.0,7.0,7.0,6.0,123.91927695274352,z,1.0,0.4043998718261719,123.91927695274352
2.0,sitting,1.0,2021-08-09 15:11:00,red,red,z,congruent,0.0,8.0,8.0,34.0,126.42679595947266,z,1.0,0.4248530864715576,126.42679595947266
2.0,sitting,1.0,2021-08-09 15:11:00,XXX,green,m,neutral,0.0,9.0,9.0,25.0,128.94911003112793,m,1.0,0.3824899196624756,128.94911003112793
2.0,sitting,1.0,2021-08-09 15:11:00,green,green,m,congruent,0.0,10.0,10.0,9.0,131.41363096237183,m,1.0,0.3500049114227295,131.41363096237183
2.0,sitting,1.0,2021-08-09 15:11:00,XXXXX,red,z,neutral,0.0,11.0,11.0,26.0,133.88090896606445,z,1.0,0.3628830909729004,133.88090896606445
2.0,sitting,1.0,2021-08-09 15:11:00,XXXXX,green,m,neutral,0.0,12.0,12.0,3.0,136.34420490264893,m,1.0,0.3793489933013916,136.34420490264893
2.0,sitting,1.0,2021-08-09 15:11:00,XXX,green,m,neutral,0.0,13.0,13.0,13.0,138.85743689537048,m,1.0,0.410254955291748,138.85743689537048
2.0,sitting,1.0,2021-08-09 15:11:00,red,green,m,incongruent,0.0,14.0,14.0,5.0,141.39529490470886,m,1.0,0.3525300025939941,141.39529490470886
2.0,sitting,1.0,2021-08-09 15:11:00,XXXXX,red,z,neutral,0.0,15.0,15.0,2.0,143.88850903511047,z,1.0,0.3229069709777832,143.88850903511047
2.0,sitting,1.0,2021-08-09 15:11:00,red,green,m,incongruent,0.0,16.0,16.0,29.0,146.26895594596863,m,1.0,0.3747830390930176,146.26895594596863
2.0,sitting,1.0,2021-08-09 15:11:00,red,green,m,incongruent,0.0,17.0,17.0,19.0,148.74562287330627,m,1.0,0.3620729446411133,148.74562287330627
2.0,sitting,1.0,2021-08-09 15:11:00,red,green,m,incongruent,0.0,18.0,18.0,7.0,151.21335792541504,m,1.0,0.3266479969024658,151.21335792541504
2.0,sitting,1.0,2021-08-09 15:11:00,XXXXX,green,m,neutral,0.0,19.0,19.0,15.0,153.64128494262695,m,1.0,0.3624629974365234,153.64128494262695
2.0,sitting,1.0,2021-08-09 15:11:00,XXX,red,z,neutral,0.0,20.0,20.0,24.0,156.12711000442505,z,1.0,0.2925300598144531,156.12711000442505
2.0,sitting,1.0,2021-08-09 15:11:00,red,red,z,congruent,0.0,21.0,21.0,20.0,158.5080029964447,z,1.0,0.3597049713134765,158.5080029964447
2.0,sitting,1.0,2021-08-09 15:11:00,green,green,m,congruent,0.0,22.0,22.0,23.0,160.98794293403623,m,1.0,0.2795069217681885,160.98794293403623
2.0,sitting,1.0,2021-08-09 15:11:00,red,green,m,incongruent,0.0,23.0,23.0,17.0,163.3597059249878,m,1.0,0.3399178981781006,163.3597059249878
2.0,sitting,1.0,2021-08-09 15:11:00,red,red,z,congruent,0.0,24.0,24.0,8.0,165.78696393966675,z,1.0,0.3446578979492187,165.78696393966675
2.0,sitting,1.0,2021-08-09 15:11:00,XXX,red,z,neutral,0.0,25.0,25.0,12.0,168.23196387290955,z,1.0,0.2678830623626709,168.23196387290955
2.0,sitting,1.0,2021-08-09 15:11:00,green,green,m,congruent,0.0,26.0,26.0,11.0,170.60102581977844,m,1.0,0.3627989292144775,170.60102581977844
2.0,sitting,1.0,2021-08-09 15:11:00,XXX,red,z,neutral,0.0,27.0,27.0,0.0,173.05604791641235,z,1.0,0.3714768886566162,173.05604791641235
2.0,sitting,1.0,2021-08-09 15:11:00,green,red,z,incongruent,0.0,28.0,28.0,16.0,175.53746795654297,z,1.0,0.4660971164703369,175.53746795654297
2.0,sitting,1.0,2021-08-09 15:11:00,green,green,m,congruent,0.0,29.0,29.0,33.0,178.10790991783142,m,1.0,0.3758399486541748,178.10790991783142
2.0,sitting,1.0,2021-08-09 15:11:00,XXX,green,m,neutral,0.0,30.0,30.0,1.0,180.56526684761047,m,1.0,0.4302079677581787,180.56526684761047
2.0,sitting,1.0,2021-08-09 15:11:00,green,red,z,incongruent,0.0,31.0,31.0,28.0,183.08985996246335,z,1.0,0.5136721134185791,183.08985996246335
2.0,sitting,1.0,2021-08-09 15:11:00,green,green,m,congruent,0.0,32.0,32.0,21.0,185.7138710021973,m,1.0,0.3696169853210449,185.7138710021973
2.0,sitting,1.0,2021-08-09 15:11:00,red,red,z,congruent,0.0,33.0,33.0,22.0,188.1724858283997,z,1.0,0.3592519760131836,188.1724858283997
2.0,sitting,1.0,2021-08-09 15:11:00,green,red,z,incongruent,0.0,34.0,34.0,30.0,190.6658308506012,z,1.0,0.4419069290161133,190.6658308506012
2.0,sitting,1.0,2021-08-09 15:11:00,green,red,z,incongruent,0.0,35.0,35.0,4.0,193.21974086761475,z,1.0,0.5119779109954834,193.21974086761475
2.0,sitting,1.0,2021-08-09 15:11:00,XXXXX,green,m,neutral,1.0,0.0,0.0,27.0,198.25580382347107,m,1.0,0.5000178813934326,198.25580382347107
2.0,sitting,1.0,2021-08-09 15:11:00,red,green,m,incongruent,1.0,1.0,1.0,5.0,200.8571529388428,m,1.0,0.3466019630432129,200.8571529388428
2.0,sitting,1.0,2021-08-09 15:11:00,red,red,z,congruent,1.0,2.0,2.0,20.0,203.31389498710632,z,1.0,0.3538210391998291,203.31389498710632
2.0,sitting,1.0,2021-08-09 15:11:00,red,red,z,congruent,1.0,3.0,3.0,8.0,205.76800084114075,z,1.0,0.4119069576263428,205.76800084114075
2.0,sitting,1.0,2021-08-09 15:11:00,green,red,z,incongruent,1.0,4.0,4.0,16.0,208.28772687911987,z,1.0,0.4039211273193359,208.28772687911987
2.0,sitting,1.0,2021-08-09 15:11:00,red,red,z,congruent,1.0,5.0,5.0,34.0,210.8156988620758,z,1.0,0.3240771293640136,210.8156988620758
2.0,sitting,1.0,2021-08-09 15:11:00,red,red,z,congruent,1.0,6.0,6.0,32.0,213.238716840744,z,1.0,0.3649768829345703,213.238716840744
2.0,sitting,1.0,2021-08-09 15:11:00,green,red,z,incongruent,1.0,7.0,7.0,4.0,215.70460200309756,z,1.0,0.3631749153137207,215.70460200309756
2.0,sitting,1.0,2021-08-09 15:11:00,XXX,red,z,neutral,1.0,8.0,8.0,12.0,218.19304490089417,z,1.0,0.4348001480102539,218.19304490089417
2.0,sitting,1.0,2021-08-09 15:11:00,XXXXX,red,z,neutral,1.0,9.0,9.0,2.0,220.73115587234497,z,1.0,0.4086251258850097,220.73115587234497
2.0,sitting,1.0,2021-08-09 15:11:00,XXXXX,red,z,neutral,1.0,10.0,10.0,26.0,223.26664185523987,z,1.0,0.4011800289154053,223.26664185523987
2.0,sitting,1.0,2021-08-09 15:11:00,red,green,m,incongruent,1.0,11.0,11.0,19.0,225.7992739677429,m,1.0,0.5565609931945801,225.7992739677429
2.0,sitting,1.0,2021-08-09 15:11:00,green,red,z,incongruent,1.0,12.0,12.0,28.0,228.45525002479556,z,1.0,0.7484049797058105,228.45525002479556
2.0,sitting,1.0,2021-08-09 15:11:00,XXX,green,m,neutral,1.0,13.0,13.0,25.0,231.3077049255371,m,1.0,0.7441339492797852,231.3077049255371
2.0,sitting,1.0,2021-08-09 15:11:00,XXX,red,z,neutral,1.0,14.0,14.0,0.0,234.1551089286804,z,1.0,0.5368309020996094,234.1551089286804
2.0,sitting,1.0,2021-08-09 15:11:00,red,green,m,incongruent,1.0,15.0,15.0,29.0,236.8082058429718,z,0.0,0.5876920223236084,236.8082058429718
2.0,sitting,1.0,2021-08-09 15:11:00,XXXXX,green,m,neutral,1.0,16.0,16.0,15.0,239.5093069076538,m,1.0,0.3986380100250244,239.5093069076538
2.0,sitting,1.0,2021-08-09 15:11:00,green,green,m,congruent,1.0,17.0,17.0,23.0,242.02710700035092,m,1.0,0.3605849742889404,242.02710700035092
2.0,sitting,1.0,2021-08-09 15:11:00,green,green,m,congruent,1.0,18.0,18.0,35.0,244.47125887870789,m,1.0,0.3646080493927002,244.47125887870789
2.0,sitting,1.0,2021-08-09 15:11:00,XXX,green,m,neutral,1.0,19.0,19.0,13.0,246.93961882591248,m,1.0,0.3442139625549316,246.93961882591248
2.0,sitting,1.0,2021-08-09 15:11:00,XXX,green,m,neutral,1.0,20.0,20.0,1.0,249.3762710094452,m,1.0,0.4196271896362304,249.3762710094452
2.0,sitting,1.0,2021-08-09 15:11:00,green,red,z,incongruent,1.0,21.0,21.0,18.0,251.89284992218015,z,1.0,0.2711269855499267,251.89284992218015
2.0,sitting,1.0,2021-08-09 15:11:00,red,green,m,incongruent,1.0,22.0,22.0,17.0,254.26743388175964,m,1.0,0.3605589866638183,254.26743388175964
2.0,sitting,1.0,2021-08-09 15:11:00,XXXXX,green,m,neutral,1.0,23.0,23.0,3.0,256.7381579875946,m,1.0,0.3215029239654541,256.7381579875946
2.0,sitting,1.0,2021-08-09 15:11:00,green,green,m,congruent,1.0,24.0,24.0,9.0,259.1380009651184,m,1.0,0.3859090805053711,259.1380009651184
2.0,sitting,1.0,2021-08-09 15:11:00,green,green,m,congruent,1.0,25.0,25.0,33.0,261.6551949977875,m,1.0,0.3165938854217529,261.6551949977875
2.0,sitting,1.0,2021-08-09 15:11:00,red,green,m,incongruent,1.0,26.0,26.0,31.0,264.1039388179779,m,1.0,0.3319168090820312,264.1039388179779
2.0,sitting,1.0,2021-08-09 15:11:00,red,green,m,incongruent,1.0,27.0,27.0,7.0,266.538290977478,m,1.0,0.3296749591827392,266.538290977478
2.0,sitting,1.0,2021-08-09 15:11:00,green,green,m,congruent,1.0,28.0,28.0,21.0,268.9661839008332,m,1.0,0.2694408893585205,268.9661839008332
2.0,sitting,1.0,2021-08-09 15:11:00,XXX,red,z,neutral,1.0,29.0,29.0,24.0,271.32903385162354,z,1.0,0.4189507961273193,271.32903385162354
2.0,sitting,1.0,2021-08-09 15:11:00,green,red,z,incongruent,1.0,30.0,30.0,6.0,273.856920003891,z,1.0,0.387066125869751,273.856920003891
2.0,sitting,1.0,2021-08-09 15:11:00,green,green,m,congruent,1.0,31.0,31.0,11.0,276.32024693489075,m,1.0,0.4835829734802246,276.32024693489075
2.0,sitting,1.0,2021-08-09 15:11:00,XXXXX,red,z,neutral,1.0,32.0,32.0,14.0,278.9166748523712,z,1.0,0.4953639507293701,278.9166748523712
2.0,sitting,1.0,2021-08-09 15:11:00,red,red,z,congruent,1.0,33.0,33.0,10.0,281.5225410461426,z,1.0,0.6733818054199219,281.5225410461426
2.0,sitting,1.0,2021-08-09 15:11:00,green,red,z,incongruent,1.0,34.0,34.0,30.0,284.32547998428345,z,1.0,0.3185710906982422,284.32547998428345
2.0,sitting,1.0,2021-08-09 15:11:00,red,red,z,congruent,1.0,35.0,35.0,22.0,286.75296902656555,z,1.0,0.419062852859497,286.75296902656555
2.0,standing,1.0,2021-08-09 15:16:00,green,green,m,congruent,0.0,0.0,0.0,11.0,106.23185396194458,m,1.0,0.6893219947814941,106.23185396194458
2.0,standing,1.0,2021-08-09 15:16:00,green,green,m,congruent,0.0,1.0,1.0,23.0,109.00369787216188,m,1.0,0.3494291305541992,109.00369787216188
2.0,standing,1.0,2021-08-09 15:16:00,red,green,m,incongruent,0.0,2.0,2.0,17.0,111.4484429359436,m,1.0,0.272799015045166,111.4484429359436
2.0,standing,1.0,2021-08-09 15:16:00,XXX,green,m,neutral,0.0,3.0,3.0,1.0,113.83290195465088,m,1.0,0.2883732318878174,113.83290195465088
2.0,standing,1.0,2021-08-09 15:16:00,green,green,m,congruent,0.0,4.0,4.0,21.0,116.21182584762572,m,1.0,0.3735589981079101,116.21182584762572
2.0,standing,1.0,2021-08-09 15:16:00,green,red,z,incongruent,0.0,5.0,5.0,6.0,118.65418601036072,z,1.0,0.2671167850494385,118.65418601036072
2.0,standing,1.0,2021-08-09 15:16:00,XXXXX,green,m,neutral,0.0,6.0,6.0,3.0,121.04303884506226,m,1.0,0.3584620952606201,121.04303884506226
2.0,standing,1.0,2021-08-09 15:16:00,red,red,z,congruent,0.0,7.0,7.0,8.0,123.5337929725647,z,1.0,0.4754648208618164,123.5337929725647
2.0,standing,1.0,2021-08-09 15:16:00,XXXXX,red,z,neutral,0.0,8.0,8.0,2.0,126.09887099266052,m,0.0,0.5664401054382324,126.09887099266052
2.0,standing,1.0,2021-08-09 15:16:00,red,green,m,incongruent,0.0,9.0,9.0,31.0,128.72407293319702,m,1.0,0.3411629199981689,128.72407293319702
2.0,standing,1.0,2021-08-09 15:16:00,red,green,m,incongruent,0.0,10.0,10.0,19.0,131.1676390171051,z,0.0,0.3297669887542724,131.1676390171051
2.0,standing,1.0,2021-08-09 15:16:00,green,red,z,incongruent,0.0,11.0,11.0,28.0,133.5763020515442,m,0.0,0.5447161197662354,133.5763020515442
2.0,standing,1.0,2021-08-09 15:16:00,XXXXX,green,m,neutral,0.0,12.0,12.0,27.0,136.23127007484436,m,1.0,0.3540530204772949,136.23127007484436
2.0,standing,1.0,2021-08-09 15:16:00,green,green,m,congruent,0.0,13.0,13.0,35.0,138.68968987464905,m,1.0,0.455651044845581,138.68968987464905
2.0,standing,1.0,2021-08-09 15:16:00,red,red,z,congruent,0.0,14.0,14.0,32.0,141.2493679523468,z,1.0,0.4081029891967773,141.2493679523468
2.0,standing,1.0,2021-08-09 15:16:00,red,red,z,congruent,0.0,15.0,15.0,10.0,143.762512922287,z,1.0,0.502781867980957,143.762512922287
2.0,standing,1.0,2021-08-09 15:16:00,green,green,m,congruent,0.0,16.0,16.0,9.0,146.383535861969,m,1.0,0.3777689933776855,146.383535861969
2.0,standing,1.0,2021-08-09 15:16:00,red,green,m,incongruent,0.0,17.0,17.0,7.0,148.84593391418457,m,1.0,0.4592969417572021,148.84593391418457
2.0,standing,1.0,2021-08-09 15:16:00,green,green,m,congruent,0.0,18.0,18.0,33.0,151.4197700023651,m,1.0,0.3494348526000976,151.4197700023651
2.0,standing,1.0,2021-08-09 15:16:00,green,red,z,incongruent,0.0,19.0,19.0,30.0,153.83808588981628,z,1.0,0.3952629566192627,153.83808588981628
2.0,standing,1.0,2021-08-09 15:16:00,green,red,z,incongruent,0.0,20.0,20.0,16.0,156.3357388973236,z,1.0,0.5857319831848145,156.3357388973236
2.0,standing,1.0,2021-08-09 15:16:00,green,red,z,incongruent,0.0,21.0,21.0,4.0,159.03225588798523,z,1.0,0.3849389553070068,159.03225588798523
2.0,standing,1.0,2021-08-09 15:16:00,red,red,z,congruent,0.0,22.0,22.0,34.0,161.52603197097778,z,1.0,0.3074061870574951,161.52603197097778
2.0,standing,1.0,2021-08-09 15:16:00,XXXXX,red,z,neutral,0.0,23.0,23.0,14.0,163.9536759853363,z,1.0,0.2796418666839599,163.9536759853363
2.0,standing,1.0,2021-08-09 15:16:00,XXX,red,z,neutral,0.0,24.0,24.0,12.0,166.33873796463013,z,1.0,0.3586180210113525,166.33873796463013
2.0,standing,1.0,2021-08-09 15:16:00,XXX,red,z,neutral,0.0,25.0,25.0,24.0,168.7905979156494,z,1.0,0.3547718524932861,168.7905979156494
2.0,standing,1.0,2021-08-09 15:16:00,red,green,m,incongruent,0.0,26.0,26.0,29.0,171.26211595535278,m,1.0,0.4593439102172851,171.26211595535278
2.0,standing,1.0,2021-08-09 15:16:00,red,red,z,congruent,0.0,27.0,27.0,22.0,173.8204789161682,z,1.0,0.4609129428863525,173.8204789161682
2.0,standing,1.0,2021-08-09 15:16:00,green,red,z,incongruent,0.0,28.0,28.0,18.0,176.39732384681702,z,1.0,0.5240600109100342,176.39732384681702
2.0,standing,1.0,2021-08-09 15:16:00,XXX,green,m,neutral,0.0,29.0,29.0,25.0,179.0131549835205,m,1.0,0.4202930927276611,179.0131549835205
2.0,standing,1.0,2021-08-09 15:16:00,XXXXX,green,m,neutral,0.0,30.0,30.0,15.0,181.53088808059687,m,1.0,0.5904901027679443,181.53088808059687
2.0,standing,1.0,2021-08-09 15:16:00,red,green,m,incongruent,0.0,31.0,31.0,5.0,184.23391103744507,m,1.0,0.3673651218414306,184.23391103744507
2.0,standing,1.0,2021-08-09 15:16:00,XXXXX,red,z,neutral,0.0,32.0,32.0,26.0,186.6964430809021,z,1.0,0.3686780929565429,186.6964430809021
2.0,standing,1.0,2021-08-09 15:16:00,red,red,z,congruent,0.0,33.0,33.0,20.0,189.19772386550903,z,1.0,0.4756181240081787,189.19772386550903
2.0,standing,1.0,2021-08-09 15:16:00,XXX,green,m,neutral,0.0,34.0,34.0,13.0,191.7622730731964,m,1.0,0.4551231861114502,191.7622730731964
2.0,standing,1.0,2021-08-09 15:16:00,XXX,red,z,neutral,0.0,35.0,35.0,0.0,194.3430109024048,m,0.0,0.4663779735565185,194.3430109024048
2.0,standing,1.0,2021-08-09 15:16:00,green,red,z,incongruent,1.0,0.0,0.0,30.0,199.06939888000488,z,1.0,0.6200499534606934,199.06939888000488
2.0,standing,1.0,2021-08-09 15:16:00,XXX,green,m,neutral,1.0,1.0,1.0,13.0,201.79624104499817,m,1.0,0.3571319580078125,201.79624104499817
2.0,standing,1.0,2021-08-09 15:16:00,red,red,z,congruent,1.0,2.0,2.0,8.0,204.2782180309296,z,1.0,0.3871538639068603,204.2782180309296
2.0,standing,1.0,2021-08-09 15:16:00,green,red,z,incongruent,1.0,3.0,3.0,28.0,206.75361895561215,z,1.0,0.4079029560089111,206.75361895561215
2.0,standing,1.0,2021-08-09 15:16:00,green,red,z,incongruent,1.0,4.0,4.0,16.0,209.2491080760956,z,1.0,0.3922910690307617,209.2491080760956
2.0,standing,1.0,2021-08-09 15:16:00,green,green,m,congruent,1.0,5.0,5.0,21.0,211.74779295921329,m,1.0,0.3893768787384033,211.74779295921329
2.0,standing,1.0,2021-08-09 15:16:00,XXXXX,green,m,neutral,1.0,6.0,6.0,27.0,214.24342584609985,m,1.0,0.4378759860992431,214.24342584609985
2.0,standing,1.0,2021-08-09 15:16:00,red,red,z,congruent,1.0,7.0,7.0,22.0,216.80118203163147,z,1.0,0.616204023361206,216.80118203163147
2.0,standing,1.0,2021-08-09 15:16:00,green,red,z,incongruent,1.0,8.0,8.0,18.0,219.56620287895203,z,1.0,0.5873589515686035,219.56620287895203
2.0,standing,1.0,2021-08-09 15:16:00,XXXXX,green,m,neutral,1.0,9.0,9.0,15.0,222.2568039894104,m,1.0,0.4405081272125244,222.2568039894104
2.0,standing,1.0,2021-08-09 15:16:00,XXXXX,red,z,neutral,1.0,10.0,10.0,2.0,224.79749989509585,z,1.0,0.7159240245819092,224.79749989509585
2.0,standing,1.0,2021-08-09 15:16:00,green,green,m,congruent,1.0,11.0,11.0,23.0,227.64579892158508,m,1.0,0.5236279964447021,227.64579892158508
2.0,standing,1.0,2021-08-09 15:16:00,green,red,z,incongruent,1.0,12.0,12.0,4.0,230.27104687690732,z,1.0,0.5064959526062012,230.27104687690732
2.0,standing,1.0,2021-08-09 15:16:00,green,green,m,congruent,1.0,13.0,13.0,9.0,232.87640500068665,m,1.0,0.5410261154174805,232.87640500068665
2.0,standing,1.0,2021-08-09 15:16:00,red,red,z,congruent,1.0,14.0,14.0,32.0,235.5317280292511,z,1.0,0.5417368412017822,235.5317280292511
2.0,standing,1.0,2021-08-09 15:16:00,green,green,m,congruent,1.0,15.0,15.0,35.0,238.20882391929624,m,1.0,0.5843639373779297,238.20882391929624
2.0,standing,1.0,2021-08-09 15:16:00,green,green,m,congruent,1.0,16.0,16.0,33.0,240.919007062912,m,1.0,0.4344520568847656,240.919007062912
2.0,standing,1.0,2021-08-09 15:16:00,red,green,m,incongruent,1.0,17.0,17.0,29.0,243.43614387512207,m,1.0,0.5090301036834717,243.43614387512207
2.0,standing,1.0,2021-08-09 15:16:00,red,red,z,congruent,1.0,18.0,18.0,10.0,246.047219991684,z,1.0,0.5063199996948242,246.047219991684
2.0,standing,1.0,2021-08-09 15:16:00,red,red,z,congruent,1.0,19.0,19.0,20.0,248.66590404510495,z,1.0,0.5596191883087158,248.66590404510495
2.0,standing,1.0,2021-08-09 15:16:00,red,red,z,congruent,1.0,20.0,20.0,34.0,251.35326600074768,z,1.0,0.3363192081451416,251.35326600074768
2.0,standing,1.0,2021-08-09 15:16:00,red,green,m,incongruent,1.0,21.0,21.0,17.0,253.76660299301147,m,1.0,0.6108200550079346,253.76660299301147
2.0,standing,1.0,2021-08-09 15:16:00,XXX,green,m,neutral,1.0,22.0,22.0,1.0,256.46628403663635,m,1.0,0.5833230018615723,256.46628403663635
2.0,standing,1.0,2021-08-09 15:16:00,green,red,z,incongruent,1.0,23.0,23.0,6.0,259.1597719192505,z,1.0,0.3857500553131103,259.1597719192505
2.0,standing,1.0,2021-08-09 15:16:00,XXX,red,z,neutral,1.0,24.0,24.0,0.0,261.6500599384308,z,1.0,0.4074640274047851,261.6500599384308
2.0,standing,1.0,2021-08-09 15:16:00,red,green,m,incongruent,1.0,25.0,25.0,19.0,264.15877985954285,m,1.0,0.3787128925323486,264.15877985954285
2.0,standing,1.0,2021-08-09 15:16:00,XXX,red,z,neutral,1.0,26.0,26.0,12.0,266.6131269931793,z,1.0,0.3722410202026367,266.6131269931793
2.0,standing,1.0,2021-08-09 15:16:00,XXXXX,red,z,neutral,1.0,27.0,27.0,14.0,269.0819358825684,z,1.0,0.3675329685211181,269.0819358825684
2.0,standing,1.0,2021-08-09 15:16:00,XXXXX,green,m,neutral,1.0,28.0,28.0,3.0,271.5511360168457,m,1.0,0.3943312168121338,271.5511360168457
2.0,standing,1.0,2021-08-09 15:16:00,green,green,m,congruent,1.0,29.0,29.0,11.0,274.08573603630066,m,1.0,0.6914451122283936,274.08573603630066
2.0,standing,1.0,2021-08-09 15:16:00,red,green,m,incongruent,1.0,30.0,30.0,7.0,276.87946701049805,m,1.0,0.3937561511993408,276.87946701049805
2.0,standing,1.0,2021-08-09 15:16:00,red,green,m,incongruent,1.0,31.0,31.0,31.0,279.3769779205322,m,1.0,0.3925619125366211,279.3769779205322
2.0,standing,1.0,2021-08-09 15:16:00,red,green,m,incongruent,1.0,32.0,32.0,5.0,281.9003529548645,m,1.0,0.3650248050689697,281.9003529548645
2.0,standing,1.0,2021-08-09 15:16:00,XXX,green,m,neutral,1.0,33.0,33.0,25.0,284.36541295051575,m,1.0,0.4440820217132568,284.36541295051575
2.0,standing,1.0,2021-08-09 15:16:00,XXXXX,red,z,neutral,1.0,34.0,34.0,26.0,286.93952202796936,z,1.0,0.5739991664886475,286.93952202796936
2.0,standing,1.0,2021-08-09 15:16:00,XXX,red,z,neutral,1.0,35.0,35.0,24.0,289.6476459503174,z,1.0,0.3938870429992676,289.6476459503174
